yf_ticker,name,index,exchange
BRGE.L,BlackRock Greater Europe Investment Trust,FTSE250,London Stock Exchange
BRSC.L,BlackRock Smaller Companies Trust,FTSE250,London Stock Exchange
BRWM.L,BlackRock World Mining Trust,FTSE250,London Stock Exchange
BSIF.L,Bluefield Solar Income Fund,FTSE250,London Stock Exchange
BT.L,BT Group,FTSE100,London Stock Exchange
BTRW.L,Barratt Redrow,FTSE100,London Stock Exchange
BUT.L,Brunner Investment Trust,FTSE250,London Stock Exchange
BWY.L,Bellway,FTSE250,London Stock Exchange
BYG.L,Big Yellow Group,FTSE250,London Stock Exchange
BYIT.L,Bytes Technology Group,FTSE250,London Stock Exchange
CABP.L,CAB Payments,FTSESmallCap,London Stock Exchange
CAPD.L,Capital Limited,FTSESmallCap,London Stock Exchange
CARD.L,Card Factory,FTSESmallCap,London Stock Exchange
CBG.L,Close Brothers Group,FTSE250,London Stock Exchange
CCC.L,Computacenter,FTSE250,London Stock Exchange
CCEP.L,Coca-Cola Europacific Partners,FTSE100,London Stock Exchange
CCH.L,Coca-Cola HBC,FTSE100,London Stock Exchange
CCR.L,C&C Group,FTSE250,London Stock Exchange
CGT.L,Capital Gearing Trust,FTSE250,London Stock Exchange
CHG.L,Chemring Group,FTSE250,London Stock Exchange
CHRY.L,Chrysalis Investments,FTSE250,London Stock Exchange
CKN.L,Clarkson,FTSE250,London Stock Exchange
CLDN.L,Caledonia Investments,FTSE250,London Stock Exchange
CLI.L,CLS Holdings,FTSESmallCap,London Stock Exchange
CLIG.L,City of London Investment Group,FTSESmallCap,London Stock Exchange
CMCX.L,CMC Markets,FTSE250,London Stock Exchange
CNA.L,Centrica,FTSE100,London Stock Exchange
CNE.L,Capricorn Energy,FTSESmallCap,London Stock Exchange
COA.L,Coats Group,FTSE250,London Stock Exchange
COST.L,Costain Group,FTSE250,London Stock Exchange
CPG.L,Compass Group,FTSE100,London Stock Exchange
CPI.L,Capita,FTSESmallCap,London Stock Exchange
CRDA.L,Croda International,FTSE100,London Stock Exchange
CREI.L,Custodian Reit,FTSESmallCap,London Stock Exchange
CSN.L,Chesnara,FTSE250,London Stock Exchange
CTEC.L,Convatec,FTSE100,London Stock Exchange
CTPE.L,CT Private Equity Trust,FTSESmallCap,London Stock Exchange
CTY.L,City of London Investment Trust,FTSE250,London Stock Exchange
CURY.L,Currys,FTSE250,London Stock Exchange
CVSG.L,CVS Group,FTSE250,London Stock Exchange
CWK.L,Cranswick,FTSE250,London Stock Exchange
CWR.L,Ceres Power,FTSE250,London Stock Exchange
CYN.L,CQS Natural Resources,FTSESmallCap,London Stock Exchange
DCC.L,DCC plc,FTSE100,London Stock Exchange
DFS.L,DFS Furniture,FTSESmallCap,London Stock Exchange
DGE.L,Diageo,FTSE100,London Stock Exchange
DGI9.L,Digital 9 Infrastructure,FTSESmallCap,London Stock Exchange
DLN.L,Derwent London,FTSE250,London Stock Exchange
DNLM.L,Dunelm Group,FTSE250,London Stock Exchange
DOCS.L,Dr. Martens,FTSE250,London Stock Exchange
DOM.L,Domino's Pizza,FTSE250,London Stock Exchange
DPLM.L,Diploma,FTSE100,London Stock Exchange
DRX.L,Drax Group,FTSE250,London Stock Exchange
DSCV.L,discoverIE,FTSE250,London Stock Exchange
EDIN.L,Edinburgh Investment Trust,FTSE250,London Stock Exchange
EDV.L,Endeavour Mining,FTSE100,London Stock Exchange
ELM.L,Elementis,FTSE250,London Stock Exchange
EMG.L,Man Group,FTSE250,London Stock Exchange
ENOG.L,Energean,FTSE250,London Stock Exchange
ENQ.L,EnQuest,FTSESmallCap,London Stock Exchange
ENT.L,Entain,FTSE100,London Stock Exchange
ESCT.L,European Smaller Companies Trust,FTSE250,London Stock Exchange
EVOK.L,Evoke,FTSESmallCap,London Stock Exchange
EWG.L,Eurowag,FTSE250,London Stock Exchange
EWI.L,Edinburgh Worldwide Investment Trust,FTSE250,London Stock Exchange
EXPN.L,Experian,FTSE100,London Stock Exchange
EZJ.L,EasyJet,FTSE250,London Stock Exchange
FAN.L,Volution Group,FTSE250,London Stock Exchange
FAS.L,Fidelity Asian Values,FTSESmallCap,London Stock Exchange
FCH.L,Funding Circle,FTSE250,London Stock Exchange
FCIT.L,F & C Investment Trust,FTSE100,London Stock Exchange
FCSS.L,Fidelity China Special Situations,FTSE250,London Stock Exchange
FEML.L,Fidelity Emerging Markets,FTSE250,London Stock Exchange
FEV.L,Fidelity European Trust,FTSE250,London Stock Exchange
FGEN.L,Foresight Environmental Infrastructure,FTSE250,London Stock Exchange
FGP.L,FirstGroup,FTSE250,London Stock Exchange
FGT.L,Finsbury Growth & Income Trust,FTSE250,London Stock Exchange
FJV.L,Fidelity Japan Trust,FTSESmallCap,London Stock Exchange
FORT.L,Forterra,FTSESmallCap,London Stock Exchange
FOUR.L,4imprint,FTSE250,London Stock Exchange
FOXT.L,Foxtons,FTSESmallCap,London Stock Exchange
FRAS.L,Frasers Group,FTSE250,London Stock Exchange
FRES.L,Fresnillo plc,FTSE100,London Stock Exchange
FSF.L,Foresight Sustainable Forestry Company,FTSESmallCap,London Stock Exchange
FSG.L,Foresight Group,FTSE250,London Stock Exchange
FSJ.L,James Fisher & Sons,FTSESmallCap,London Stock Exchange
FSTA.L,"Fuller, Smith & Turner",FTSESmallCap,London Stock Exchange
FSV.L,Fidelity Special Values,FTSE250,London Stock Exchange
GAMA.L,Gamma Communications,FTSE250,London Stock Exchange
GAW.L,Games Workshop,FTSE100,London Stock Exchange
GBG.L,GB Group,FTSE250,London Stock Exchange
GCP.L,GCP Infrastructure Investments,FTSE250,London Stock Exchange
GDWN.L,Goodwin,FTSE250,London Stock Exchange
GEN.L,Genuit Group,FTSE250,London Stock Exchange
GFRD.L,Galliford Try,FTSE250,London Stock Exchange
GFTU.L,Grafton Group,FTSE250,London Stock Exchange
GLE.L,M J Gleeson,FTSESmallCap,London Stock Exchange
GLEN.L,Glencore,FTSE100,London Stock Exchange
GMS.L,Gulf Marine Services,FTSESmallCap,London Stock Exchange
GNC.L,Greencore,FTSE250,London Stock Exchange
GNS.L,Genus,FTSE250,London Stock Exchange
GPE.L,Great Portland Estates,FTSE250,London Stock Exchange
GRG.L,Greggs,FTSE250,London Stock Exchange
GRI.L,Grainger,FTSE250,London Stock Exchange
GROW.L,Molten Ventures,FTSE250,London Stock Exchange
GSCT.L,Global Smaller Companies Trust,FTSE250,London Stock Exchange
GSK.L,GSK plc,FTSE100,London Stock Exchange
GYM.L,The Gym Group,FTSESmallCap,London Stock Exchange
HAS.L,Hays,FTSE250,London Stock Exchange
HBR.L,Harbour Energy,FTSE250,London Stock Exchange
HEAD.L,Headlam Group,FTSESmallCap,London Stock Exchange
HFD.L,Halfords,FTSESmallCap,London Stock Exchange
HFEL.L,Henderson Far East Income,FTSE250,London Stock Exchange
HFG.L,Hilton Food Group,FTSE250,London Stock Exchange
HGT.L,Hg Capital Trust,FTSE250,London Stock Exchange
HICL.L,HICL Infrastructure Company,FTSE250,London Stock Exchange
HIK.L,Hikma Pharmaceuticals,FTSE250,London Stock Exchange
HILS.L,Hill & Smith,FTSE250,London Stock Exchange
HLCL.L,Helical,FTSESmallCap,London Stock Exchange
HLMA.L,Halma plc,FTSE100,London Stock Exchange
HLN.L,Haleon,FTSE100,London Stock Exchange
HMSO.L,Hammerson,FTSE250,London Stock Exchange
HOC.L,Hochschild Mining,FTSE250,London Stock Exchange
HRI.L,Herald Investment Trust,FTSE250,London Stock Exchange
HSBA.L,HSBC,FTSE100,London Stock Exchange
HSL.L,Henderson Smaller Companies Investment Trust,FTSE250,London Stock Exchange
HSW.L,Hostelworld Group,FTSESmallCap,London Stock Exchange
HSX.L,Hiscox,FTSE100,London Stock Exchange
HTG.L,Hunting,FTSE250,London Stock Exchange
HTWS.L,Helios Towers,FTSE250,London Stock Exchange
HVPE.L,HarbourVest Global Private Equity,FTSE250,London Stock Exchange
HWDN.L,Howdens Joinery,FTSE100,London Stock Exchange
HWG.L,Harworth Group,FTSE250,London Stock Exchange
IAD.L,Invesco Asia Dragon Trust,FTSE250,London Stock Exchange
IAG.L,International Airlines Group,FTSE100,London Stock Exchange
IBST.L,Ibstock,FTSE250,London Stock Exchange
ICG.L,ICG,FTSE100,London Stock Exchange
ICGT.L,ICG Enterprise Trust,FTSE250,London Stock Exchange
IEM.L,Impax Environmental Markets,FTSE250,London Stock Exchange
IGG.L,IG Group,FTSE100,London Stock Exchange
IHG.L,IHG Hotels & Resorts,FTSE100,London Stock Exchange
IHP.L,IntegraFin Holdings,FTSE250,London Stock Exchange
III.L,3i,FTSE100,London Stock Exchange
IMB.L,Imperial Brands,FTSE100,London Stock Exchange
IMI.L,IMI,FTSE100,London Stock Exchange
INCH.L,Inchcape,FTSE250,London Stock Exchange
INF.L,Informa,FTSE100,London Stock Exchange
INOV.L,Schroders Capital Global Innovation Trust,FTSESmallCap,London Stock Exchange
INPP.L,International Public Partnerships,FTSE250,London Stock Exchange
INVP.L,Investec,FTSE250,London Stock Exchange
IPF.L,International Personal Finance,FTSE250,London Stock Exchange
IPO.L,IP Group,FTSE250,London Stock Exchange
ITH.L,Ithaca Energy,FTSE250,London Stock Exchange
ITRK.L,Intertek,FTSE100,London Stock Exchange
ITV.L,ITV,FTSE250,London Stock Exchange
IWG.L,International Workplace Group,FTSE250,London Stock Exchange
JAM.L,JPMorgan American Investment Trust,FTSE250,London Stock Exchange
JCH.L,JPMorgan Claverhouse Investment Trust,FTSE250,London Stock Exchange
JD.L,JD Sports,FTSE100,London Stock Exchange
JDW.L,Wetherspoons,FTSE250,London Stock Exchange
JEDT.L,JPMorgan European Discovery,FTSE250,London Stock Exchange
JEGI.L,JPMorgan European Growth & Income,FTSE250,London Stock Exchange
JEMI.L,JPMorgan Emerging Markets Dividend Income,FTSE250,London Stock Exchange
JFJ.L,JPMorgan Japanese Investment Trust,FTSE250,London Stock Exchange
JGGI.L,JPMorgan Global Growth & Income,FTSE250,London Stock Exchange
JIGI.L,JPMorgan India Growth & Income,FTSE250,London Stock Exchange
JMAT.L,Johnson Matthey,FTSE250,London Stock Exchange
JMGI.L,JPMorgan Emerging Markets Growth & Income,FTSE250,London Stock Exchange
JSG.L,Johnson Service Group,FTSE250,London Stock Exchange
JTC.L,JTC,FTSE250,London Stock Exchange
JUP.L,Jupiter Fund Management,FTSE250,London Stock Exchange
JZCP.L,JZ Capital Partners,FTSESmallCap,London Stock Exchange
KGF.L,Kingfisher plc,FTSE100,London Stock Exchange
KIE.L,Kier Group,FTSE250,London Stock Exchange
KLR.L,Keller Group,FTSE250,London Stock Exchange
KMR.L,Kenmare Resources,FTSESmallCap,London Stock Exchange
KNOS.L,Kainos,FTSE250,London Stock Exchange
LAND.L,Land Securities,FTSE100,London Stock Exchange
LGEN.L,Legal & General,FTSE100,London Stock Exchange
LIO.L,Liontrust Asset Management,FTSESmallCap,London Stock Exchange
LLOY.L,Lloyds Banking Group,FTSE100,London Stock Exchange
LMP.L,LondonMetric Property,FTSE100,London Stock Exchange
LRE.L,Lancashire Holdings,FTSE250,London Stock Exchange
LSEG.L,London Stock Exchange Group,FTSE100,London Stock Exchange
LSL.L,LSL Property Services,FTSESmallCap,London Stock Exchange
LTI.L,Lindsell Train,FTSESmallCap,London Stock Exchange
LUCE.L,Luceco,FTSESmallCap,London Stock Exchange
LWDB.L,Law Debenture,FTSE250,London Stock Exchange
LWI.L,Lowland Investment Company,FTSESmallCap,London Stock Exchange
MAB.L,Mitchells & Butlers,FTSE250,London Stock Exchange
MACF.L,Macfarlane Group,FTSESmallCap,London Stock Exchange
MAJE.L,Majedie Investments,FTSESmallCap,London Stock Exchange
MARS.L,Marston's,FTSESmallCap,London Stock Exchange
MEGP.L,ME Group International,FTSE250,London Stock Exchange
MER.L,Mears Group,FTSESmallCap,London Stock Exchange
MGAM.L,Morgan Advanced Materials,FTSE250,London Stock Exchange
MGNS.L,Morgan Sindall Group,FTSE250,London Stock Exchange
MKS.L,Marks & Spencer,FTSE100,London Stock Exchange
MMIT.L,Mobius Investment Trust,FTSESmallCap,London Stock Exchange
MNDI.L,Mondi,FTSE100,London Stock Exchange
MNG.L,M&G,FTSE100,London Stock Exchange
MNKS.L,Monks Investment Trust,FTSE250,London Stock Exchange
MNTN.L,Schiehallion Fund,FTSE250,London Stock Exchange
MONY.L,MONY Group,FTSE250,London Stock Exchange
MOON.L,Moonpig,FTSE250,London Stock Exchange
MOTR.L,Motorpoint Group,FTSESmallCap,London Stock Exchange
MRC.L,Mercantile Investment Trust,FTSE250,London Stock Exchange
MRCH.L,Merchants Trust,FTSE250,London Stock Exchange
MRO.L,Melrose Industries,FTSE100,London Stock Exchange
MSLH.L,Marshalls,FTSE250,London Stock Exchange
MTLN.L,Metlen Energy & Metals,FTSE100,London Stock Exchange
MTO.L,Mitie,FTSE250,London Stock Exchange
MTRO.L,Metro Bank,FTSE250,London Stock Exchange
MUT.L,Murray Income Trust,FTSE250,London Stock Exchange
MWY.L,Mid Wynd International Investment Trust,FTSESmallCap,London Stock Exchange
MYI.L,Murray International Trust,FTSE250,London Stock Exchange
N91.L,Ninety One,FTSE250,London Stock Exchange
NAS.L,North Atlantic Smaller Companies Investment Trust,FTSE250,London Stock Exchange
NBPE.L,NB Private Equity Partners,FTSE250,London Stock Exchange
NCC.L,NCC Group,FTSE250,London Stock Exchange
NG.L,National Grid plc,FTSE100,London Stock Exchange
NRR.L,NewRiver,FTSESmallCap,London Stock Exchange
NWG.L,NatWest Group,FTSE100,London Stock Exchange
NXR.L,Norcros,FTSESmallCap,London Stock Exchange
NXT.L,Next plc,FTSE100,London Stock Exchange
OCDO.L,Ocado Group,FTSE250,London Stock Exchange
OCI.L,Oakley Capital Investments,FTSE250,London Stock Exchange
OCN.L,Ocean Wilsons Holdings,FTSESmallCap,London Stock Exchange
ONT.L,Oxford Nanopore Technologies,FTSE250,London Stock Exchange
OSB.L,OSB Group,FTSE250,London Stock Exchange
OTB.L,On The Beach Group,FTSESmallCap,London Stock Exchange
OXB.L,Oxford Biomedica,FTSE250,London Stock Exchange
OXIG.L,Oxford Instruments,FTSE250,London Stock Exchange
PAF.L,Pan African Resources,FTSE250,London Stock Exchange
PAG.L,Paragon Banking Group,FTSE250,London Stock Exchange
PAGE.L,PageGroup,FTSE250,London Stock Exchange
PCA.L,Palace Capital,FTSESmallCap,London Stock Exchange
PCGH.L,Polar Capital Global Healthcare Trust,FTSE250,London Stock Exchange
PCT.L,Polar Capital Technology Trust,FTSE100,London Stock Exchange
PDL.L,Petra Diamonds,FTSESmallCap,London Stock Exchange
PETS.L,Pets at Home,FTSE250,London Stock Exchange
PEY.L,Partners Group Private Equity,FTSE250,London Stock Exchange
PFD.L,Premier Foods,FTSE250,London Stock Exchange
PHAR.L,Pharos Energy,FTSESmallCap,London Stock Exchange
PHI.L,Pacific Horizon Investment Trust,FTSE250,London Stock Exchange
PHP.L,Primary Health Properties,FTSE250,London Stock Exchange
PIN.L,Pantheon International,FTSE250,London Stock Exchange
PINT.L,Pantheon Infrastructure,FTSE250,London Stock Exchange
PLUS.L,Plus500,FTSE250,London Stock Exchange
PNL.L,Personal Assets Trust,FTSE250,London Stock Exchange
PNN.L,Pennon Group,FTSE250,London Stock Exchange
POLN.L,Pollen Street Group,FTSE250,London Stock Exchange
PPET.L,Patria Private Equity Trust,FTSE250,London Stock Exchange
PPH.L,PPHE Hotel Group,FTSE250,London Stock Exchange
PRN.L,Princes Group,FTSE250,London Stock Exchange
PRU.L,Prudential plc,FTSE100,London Stock Exchange
PRV.L,Porvair,FTSESmallCap,London Stock Exchange
PSDL.L,Phoenix Spree Deutschland,FTSESmallCap,London Stock Exchange
PSH.L,Pershing Square Holdings,FTSE100,London Stock Exchange
PSN.L,Persimmon,FTSE100,London Stock Exchange
PSON.L,Pearson plc,FTSE100,London Stock Exchange
PTEC.L,Playtech,FTSE250,London Stock Exchange
QLT.L,Quilter,FTSE250,London Stock Exchange
QQ.L,Qinetiq,FTSE250,London Stock Exchange
RAT.L,Rathbones,FTSE250,London Stock Exchange
RCH.L,Reach,FTSESmallCap,London Stock Exchange
RCP.L,RIT Capital Partners,FTSE250,London Stock Exchange
REC.L,Record,FTSESmallCap,London Stock Exchange
REL.L,RELX,FTSE100,London Stock Exchange
RHIM.L,RHI Magnesita,FTSE250,London Stock Exchange
RICA.L,Ruffer Investment Company,FTSE250,London Stock Exchange
RIO.L,Rio Tinto,FTSE100,London Stock Exchange
RKT.L,Reckitt,FTSE100,London Stock Exchange
RMV.L,Rightmove,FTSE100,London Stock Exchange
RNK.L,Rank Group,FTSE250,London Stock Exchange
ROOF.L,Atrato Onsite Energy,FTSESmallCap,London Stock Exchange
ROR.L,Rotork,FTSE250,London Stock Exchange
RPI.L,Raspberry Pi Holdings,FTSE250,London Stock Exchange
RR.L,Rolls-Royce Holdings,FTSE100,London Stock Exchange
RS1.L,RS Group,FTSE250,London Stock Exchange
RSE.L,Riverstone Energy,FTSESmallCap,London Stock Exchange
RSW.L,Renishaw,FTSE250,London Stock Exchange
RTO.L,Rentokil Initial,FTSE100,London Stock Exchange
RTW.L,RTW Biotech Opportunities,FTSE250,London Stock Exchange
RWA.L,Robert Walters,FTSESmallCap,London Stock Exchange
SAFE.L,Safestore,FTSE250,London Stock Exchange
SAGA.L,Saga,FTSE250,London Stock Exchange
SAIN.L,Scottish American Investment Company,FTSE250,London Stock Exchange
SBRE.L,Sabre Insurance,FTSESmallCap,London Stock Exchange
SBRY.L,Sainsbury's,FTSE100,London Stock Exchange
SCF.L,Schroder Income Growth Fund,FTSESmallCap,London Stock Exchange
SCT.L,Softcat,FTSE250,London Stock Exchange
SDLF.L,Standard Life,FTSE100,London Stock Exchange
SDP.L,Schroder AsiaPacific Fund,FTSE250,London Stock Exchange
SDR.L,Schroders,FTSE100,London Stock Exchange
SDY.L,Speedy Hire,FTSESmallCap,London Stock Exchange
SEC.L,Strategic Equity Capital,FTSESmallCap,London Stock Exchange
SEIT.L,SDCL Energy Efficiency Income Trust,FTSE250,London Stock Exchange
SEQI.L,Sequoia Economic Infrastructure Income Fund,FTSE250,London Stock Exchange
SFR.L,Severfield,FTSESmallCap,London Stock Exchange
SGE.L,Sage Group,FTSE100,London Stock Exchange
SGRO.L,Segro,FTSE100,London Stock Exchange
SHAW.L,Shawbrook Bank,FTSE250,London Stock Exchange
SHC.L,Shaftesbury Capital,FTSE250,London Stock Exchange
SHEL.L,Shell plc,FTSE100,London Stock Exchange
SHI.L,SIG,FTSESmallCap,London Stock Exchange
SMIN.L,Smiths Group,FTSE100,London Stock Exchange
SMT.L,Scottish Mortgage Investment Trust,FTSE100,London Stock Exchange
SMWH.L,WHSmith,FTSE250,London Stock Exchange
SN.L,Smith & Nephew,FTSE100,London Stock Exchange
SNR.L,Senior,FTSE250,London Stock Exchange
SNWS.L,Smiths News,FTSESmallCap,London Stock Exchange
SOI.L,Schroder Oriental Income Fund,FTSE250,London Stock Exchange
SPI.L,Spire Healthcare,FTSE250,London Stock Exchange
SPX.L,Spirax Group,FTSE100,London Stock Exchange
SRE.L,Sirius Real Estate,FTSE250,London Stock Exchange
SRP.L,Serco,FTSE250,London Stock Exchange
SSE.L,SSE plc,FTSE100,London Stock Exchange
SSPG.L,SSP Group,FTSE250,London Stock Exchange
STAN.L,Standard Chartered,FTSE100,London Stock Exchange
STB.L,Secure Trust Bank,FTSESmallCap,London Stock Exchange
STJ.L,St. James's Place,FTSE100,London Stock Exchange
STVG.L,STV Group,FTSESmallCap,London Stock Exchange
SUPR.L,Supermarket Income REIT,FTSE250,London Stock Exchange
SUS.L,S & U,FTSESmallCap,London Stock Exchange
SVS.L,Savills,FTSE250,London Stock Exchange
SVT.L,Severn Trent,FTSE100,London Stock Exchange
SWEF.L,Starwood European Real Estate Finance,FTSESmallCap,London Stock Exchange
SYNC.L,Syncona,FTSE250,London Stock Exchange
SYNT.L,Synthomer,FTSESmallCap,London Stock Exchange
TATE.L,Tate & Lyle,FTSE250,London Stock Exchange
TBCG.L,TBC Bank,FTSE250,London Stock Exchange
TCAP.L,TP ICAP,FTSE250,London Stock Exchange
TEM.L,Templeton Emerging Markets Investment Trust,FTSE250,London Stock Exchange
TEP.L,Telecom Plus,FTSE250,London Stock Exchange
TET.L,Treatt,FTSESmallCap,London Stock Exchange
TFIF.L,Twentyfour Income Fund,FTSE250,London Stock Exchange
THG.L,THG,FTSE250,London Stock Exchange
THRL.L,Target Healthcare REIT,FTSE250,London Stock Exchange
TMPL.L,Temple Bar Investment Trust,FTSE250,London Stock Exchange
TPK.L,Travis Perkins,FTSE250,London Stock Exchange
TPT.L,Topps Tiles,FTSESmallCap,London Stock Exchange
TRI.L,Trifast,FTSESmallCap,London Stock Exchange
TRIG.L,The Renewables Infrastructure Group,FTSE250,London Stock Exchange
TRN.L,Trainline,FTSE250,London Stock Exchange
TRST.L,Trustpilot,FTSE250,London Stock Exchange
TRY.L,TR Property Investment Trust,FTSE250,London Stock Exchange
TSCO.L,Tesco,FTSE100,London Stock Exchange
TTG.L,TT Electronics,FTSESmallCap,London Stock Exchange
TW.L,Taylor Wimpey,FTSE250,London Stock Exchange
UEM.L,Utilico Emerging Markets,FTSE250,London Stock Exchange
UKW.L,Greencoat UK Wind,FTSE250,London Stock Exchange
ULTP.L,Ultimate Products,FTSESmallCap,London Stock Exchange
ULVR.L,Unilever,FTSE100,London Stock Exchange
USA.L,Baillie Gifford US Growth Trust,FTSE250,London Stock Exchange
UTG.L,Unite Group,FTSE250,London Stock Exchange
UU.L,United Utilities,FTSE100,London Stock Exchange
VANQ.L,Vanquis Banking Group,FTSESmallCap,London Stock Exchange
VCT.L,Victrex,FTSE250,London Stock Exchange
VEIL.L,Vietnam Enterprise Investments,FTSE250,London Stock Exchange
VID.L,Videndum,FTSESmallCap,London Stock Exchange
VOD.L,Vodafone Group,FTSE100,London Stock Exchange
VOF.L,VinaCapital Vietnam Opportunity Fund,FTSE250,London Stock Exchange
VSVS.L,Vesuvius,FTSE250,London Stock Exchange
VTY.L,Vistry Group,FTSE250,London Stock Exchange
WEIR.L,Weir Group,FTSE100,London Stock Exchange
WIX.L,Wickes,FTSE250,London Stock Exchange
WIZZ.L,Wizz Air,FTSE250,London Stock Exchange
WKP.L,Workspace Group,FTSE250,London Stock Exchange
WOSG.L,Watches of Switzerland,FTSE250,London Stock Exchange
WPP.L,WPP,FTSE250,London Stock Exchange
WTB.L,Whitbread,FTSE100,London Stock Exchange
WWH.L,Worldwide Healthcare Trust,FTSE250,London Stock Exchange
XAR.L,Xaar,FTSESmallCap,London Stock Exchange
XPP.L,XP Power,FTSE250,London Stock Exchange
XPS.L,XPS Pensions,FTSE250,London Stock Exchange
ZIG.L,Zigup,FTSE250,London Stock Exchange
ZTF.L,Zotefoams,FTSESmallCap,London Stock Exchange
AMBU B.CO,Ambu,OMXC25,Nasdaq Copenhagen
BAVA.CO,Bavarian Nordic,OMXC25,Nasdaq Copenhagen
CARL B.CO,Carlsberg Group (class B),OMXC25,Nasdaq Copenhagen
COLO B.CO,Coloplast (class B),OMXC25,Nasdaq Copenhagen
DANSKE.CO,Danske Bank,OMXC25,Nasdaq Copenhagen
DEMANT.CO,Demant,OMXC25,Nasdaq Copenhagen
DSV.CO,DSV,OMXC25,Nasdaq Copenhagen
GMAB.CO,Genmab,OMXC25,Nasdaq Copenhagen
GN.CO,GN Store Nord,OMXC25,Nasdaq Copenhagen
ISS.CO,ISS,OMXC25,Nasdaq Copenhagen
JYSK.CO,Jyske Bank,OMXC25,Nasdaq Copenhagen
MAERSK A.CO,A.P. Møller-Mærsk (class A),OMXC25,Nasdaq Copenhagen
MAERSK B.CO,A.P. Møller-Mærsk (class B),OMXC25,Nasdaq Copenhagen
NDA.CO,Nordea Bank Abp,OMXC25,Nasdaq Copenhagen
NKT.CO,NKT,OMXC25,Nasdaq Copenhagen
NOVO B.CO,Novo Nordisk,OMXC25,Nasdaq Copenhagen
NSIS B.CO,Novonesis,OMXC25,Nasdaq Copenhagen
ORSTED.CO,Ørsted,OMXC25,Nasdaq Copenhagen
PNDORA.CO,Pandora,OMXC25,Nasdaq Copenhagen
RBREW.CO,Royal Unibrew,OMXC25,Nasdaq Copenhagen
ROCK B.CO,Rockwool International,OMXC25,Nasdaq Copenhagen
SYDB.CO,Sydbank,OMXC25,Nasdaq Copenhagen
TRYG.CO,Tryg,OMXC25,Nasdaq Copenhagen
VWS.CO,Vestas Wind Systems,OMXC25,Nasdaq Copenhagen
ZEAL.CO,Zealand Pharma,OMXC25,Nasdaq Copenhagen
ELISA.HE,Elisa,OMXH25,Nasdaq Helsinki
FORTUM.HE,Fortum,OMXH25,Nasdaq Helsinki
HIAB.HE,Hiab,OMXH25,Nasdaq Helsinki
HUH1V.HE,Huhtamäki,OMXH25,Nasdaq Helsinki
KALMAR.HE,Kalmar [fi] B,OMXH25,Nasdaq Helsinki
KCR.HE,Konecranes,OMXH25,Nasdaq Helsinki
KEMIRA.HE,Kemira,OMXH25,Nasdaq Helsinki
KESKOB.HE,Kesko B,OMXH25,Nasdaq Helsinki
KNEBV.HE,KONE,OMXH25,Nasdaq Helsinki
KOJAMO.HE,Kojamo [fi],OMXH25,Nasdaq Helsinki
MANTA.HE,Mandatum [fi],OMXH25,Nasdaq Helsinki
METSO.HE,Metso,OMXH25,Nasdaq Helsinki
NDA-FI.HE,Nordea,OMXH25,Nasdaq Helsinki
NESTE.HE,Neste,OMXH25,Nasdaq Helsinki
NOKIA.HE,Nokia,OMXH25,Nasdaq Helsinki
ORNBV.HE,Orion,OMXH25,Nasdaq Helsinki
OUT1V.HE,Outokumpu,OMXH25,Nasdaq Helsinki
QTCOM.HE,Qt Group,OMXH25,Nasdaq Helsinki
SAMPO.HE,Sampo A,OMXH25,Nasdaq Helsinki
STERV.HE,Stora Enso R,OMXH25,Nasdaq Helsinki
TIETO.HE,TietoEVRY,OMXH25,Nasdaq Helsinki
TYRES.HE,Nokian Tyres,OMXH25,Nasdaq Helsinki
UPM.HE,UPM-Kymmene,OMXH25,Nasdaq Helsinki
VALMT.HE,Valmet,OMXH25,Nasdaq Helsinki
WRT1V.HE,Wärtsilä,OMXH25,Nasdaq Helsinki
ABB.ST,ABB Ltd,OMXS30,Nasdaq Stockholm
ADDT-B.ST,Addtech B,OMXS30,Nasdaq Stockholm
ALFA.ST,Alfa Laval,OMXS30,Nasdaq Stockholm
ASSA-B.ST,Assa Abloy B,OMXS30,Nasdaq Stockholm
ATCO-A.ST,Atlas Copco A,OMXS30,Nasdaq Stockholm
AZN.ST,AstraZeneca,OMXS30,Nasdaq Stockholm
BOL.ST,Boliden,OMXS30,Nasdaq Stockholm
EPI-A.ST,Epiroc A,OMXS30,Nasdaq Stockholm
EQT.ST,EQT,OMXS30,Nasdaq Stockholm
ERIC-B.ST,Ericsson B,OMXS30,Nasdaq Stockholm
ESSITY-B.ST,Essity B,OMXS30,Nasdaq Stockholm
EVO.ST,Evolution,OMXS30,Nasdaq Stockholm
HEXA-B.ST,Hexagon B,OMXS30,Nasdaq Stockholm
HM-B.ST,Hennes & Mauritz B,OMXS30,Nasdaq Stockholm
INDU-C.ST,Industrivärden C,OMXS30,Nasdaq Stockholm
INVE-B.ST,Investor B,OMXS30,Nasdaq Stockholm
LIFCO-B.ST,Lifco B,OMXS30,Nasdaq Stockholm
NDA-SE.ST,Nordea Bank Abp,OMXS30,Nasdaq Stockholm
NIBE-B.ST,Nibe Industrier B,OMXS30,Nasdaq Stockholm
SAAB-B.ST,Saab B,OMXS30,Nasdaq Stockholm
SAND.ST,Sandvik,OMXS30,Nasdaq Stockholm
SCA-B.ST,SCA B,OMXS30,Nasdaq Stockholm
SEB-A.ST,SEB A,OMXS30,Nasdaq Stockholm
