Product,Contract,PreviousDaySettlementPrice
OGBL,OGBL SI 20260821 PS AM C 121.50 0,5.53
OGBL,OGBL SI 20260710 PS AM P 136.00 0,9.01
OGBL,OGBL SI 20261120 PS AM C 126.50 0,1.23
OGBL,OGBL SI 20260807 PS AM C 130.50 0,0.03
OGBL,OGBL SI 20260731 PS AM C 131.00 0,0.01
OGBL,OGBL SI 20260821 PS AM P 119.00 0,0.02
OGBL,OGBL SI 20260821 PS AM C 117.00 0,10.01
OGBL,OGBL SI 20260724 PS AM P 116.00 0,0.01
OGBL,OGBL SI 20260807 PS AM P 129.50 0,2.57
OGBL,OGBL SI 20261120 PS AM C 123.50 0,3.19
OGBL,OGBL SI 20260724 PS AM P 127.00 0,0.46
OGBL,OGBL SI 20260717 PS AM C 133.50 0,0.01
OGBL,OGBL SI 20260724 PS AM P 137.00 0,10.01
OGBL,OGBL SI 20260724 PS AM C 137.50 0,0.01
OGBL,OGBL SI 20261120 PS AM P 115.00 0,0.04
OGBL,OGBL SI 20260807 PS AM P 133.00 0,6.01
OGBL,OGBL SI 20261120 PS AM C 135.50 0,0.06
OGBL,OGBL SI 20260717 PS AM P 122.50 0,0.01
OGBL,OGBL SI 20260724 PS AM P 131.50 0,4.52
OGBL,OGBL SI 20260710 PS AM C 129.50 0,0.01
OGBL,OGBL SI 20260807 PS AM P 128.50 0,1.66
OGBL,OGBL SI 20260821 PS AM C 120.50 0,6.52
OGBL,OGBL SI 20260717 PS AM C 120.00 0,6.99
OGBL,OGBL SI 20260710 PS AM C 120.50 0,6.49
OGBL,OGBL SI 20260724 PS AM C 127.00 0,0.45
OGBL,OGBL SI 20260710 PS AM P 134.50 0,7.51
OGBL,OGBL SI 20260925 PS AM P 116.50 0,0.03
OGBL,OGBL SI 20260807 PS AM C 125.00 0,2.11
OGBL,OGBL SI 20260717 PS AM P 137.00 0,10.01
OGBL,OGBL SI 20260731 PS AM C 129.00 0,0.06
OGBL,OGBL SI 20260821 PS AM P 118.50 0,0.02
OGBL,OGBL SI 20260724 PS AM C 133.50 0,0.01
OGBL,OGBL SI 20260710 PS AM C 135.50 0,0.01
OGBL,OGBL SI 20261120 PS AM P 114.50 0,0.04
OGBL,OGBL SI 20260717 PS AM C 136.50 0,0.01
OGBL,OGBL SI 20260807 PS AM C 127.00 0,0.63
OGBL,OGBL SI 20260821 PS AM C 120.00 0,7.02
OGBL,OGBL SI 20260925 PS AM C 123.00 0,3.33
OGBL,OGBL SI 20260821 PS AM C 119.50 0,7.52
OGBL,OGBL SI 20260724 PS AM C 128.50 0,0.06
OGBL,OGBL SI 20260821 PS AM P 136.50 0,9.52
OGBL,OGBL SI 20261120 PS AM P 120.50 0,0.19
OGBL,OGBL SI 20260724 PS AM P 115.00 0,0.01
OGBL,OGBL SI 20260807 PS AM P 132.00 0,5.02
OGBL,OGBL SI 20260717 PS AM P 128.00 0,1.07
OGBL,OGBL SI 20260731 PS AM C 131.50 0,0.01
OGBL,OGBL SI 20260731 PS AM C 123.50 0,3.52
OGBL,OGBL SI 20261120 PS AM P 123.00 0,0.48
OGBL,OGBL SI 20260807 PS AM C 124.50 0,2.57
OGBL,OGBL SI 20260821 PS AM C 137.50 0,0.01
OGBL,OGBL SI 20260821 PS AM P 135.50 0,8.52
OGBL,OGBL SI 20260724 PS AM P 124.00 0,0.03
OGBL,OGBL SI 20260731 PS AM C 117.00 0,10
OGBL,OGBL SI 20260710 PS AM C 120.00 0,6.99
OGBL,OGBL SI 20260731 PS AM C 120.50 0,6.5
OGBL,OGBL SI 20260717 PS AM P 123.00 0,0.01
OGBL,OGBL SI 20260717 PS AM P 132.00 0,5.01
OGBL,OGBL SI 20261120 PS AM P 131.50 0,5.57
OGBL,OGBL SI 20260724 PS AM C 136.50 0,0.01
OGBL,OGBL SI 20260710 PS AM C 123.00 0,3.99
OGBL,OGBL SI 20260821 PS AM P 114.50 0,0.01
OGBL,OGBL SI 20260717 PS AM C 137.50 0,0.01
OGBL,OGBL SI 20260731 PS AM P 122.00 0,0.02
OGBL,OGBL SI 20260724 PS AM C 125.50 0,1.57
OGBL,OGBL SI 20260821 PS AM C 128.00 0,0.36
OGBL,OGBL SI 20261120 PS AM C 128.50 0,0.56
OGBL,OGBL SI 20260925 PS AM C 122.50 0,3.79
OGBL,OGBL SI 20260821 PS AM C 136.00 0,0.01
OGBL,OGBL SI 20260925 PS AM P 121.00 0,0.1
OGBL,OGBL SI 20260925 PS AM C 136.50 0,0.02
OGBL,OGBL SI 20260724 PS AM P 116.50 0,0.01
OGBL,OGBL SI 20260807 PS AM C 134.50 0,0.01
OGBL,OGBL SI 20260821 PS AM P 131.50 0,4.54
OGBL,OGBL SI 20261120 PS AM C 132.50 0,0.13
OGBL,OGBL SI 20260807 PS AM P 124.50 0,0.08
OGBL,OGBL SI 20260724 PS AM P 123.50 0,0.02
OGBL,OGBL SI 20260807 PS AM P 128.00 0,1.26
OGBL,OGBL SI 20260925 PS AM P 124.00 0,0.37
OGBL,OGBL SI 20260724 PS AM C 115.00 0,11.99
OGBL,OGBL SI 20260731 PS AM C 130.50 0,0.02
OGBL,OGBL SI 20261120 PS AM C 126.00 0,1.49
OGBL,OGBL SI 20260710 PS AM C 134.50 0,0.01
OGBL,OGBL SI 20260717 PS AM P 126.50 0,0.18
OGBL,OGBL SI 20260710 PS AM C 118.00 0,8.99
OGBL,OGBL SI 20261120 PS AM P 130.00 0,4.2
OGBL,OGBL SI 20261120 PS AM P 129.00 0,3.35
OGBL,OGBL SI 20260710 PS AM P 123.00 0,0.01
OGBL,OGBL SI 20260925 PS AM C 116.50 0,9.64
OGBL,OGBL SI 20260821 PS AM C 130.50 0,0.06
OGBL,OGBL SI 20260717 PS AM P 121.00 0,0.01
OGBL,OGBL SI 20260807 PS AM P 130.50 0,3.54
OGBL,OGBL SI 20260731 PS AM P 133.50 0,6.51
OGBL,OGBL SI 20260717 PS AM P 122.00 0,0.01
OGBL,OGBL SI 20260724 PS AM C 129.00 0,0.04
OGBL,OGBL SI 20260821 PS AM P 120.00 0,0.03
OGBL,OGBL SI 20261120 PS AM C 129.50 0,0.38
OGBL,OGBL SI 20260807 PS AM C 124.00 0,3.05
OGBL,OGBL SI 20260731 PS AM P 118.50 0,0.01
OGBL,OGBL SI 20260807 PS AM C 126.50 0,0.92
OGBL,OGBL SI 20261120 PS AM P 124.50 0,0.83
OGBL,OGBL SI 20260925 PS AM P 131.00 0,4.97
OGBL,OGBL SI 20260731 PS AM C 122.00 0,5.01
OGBL,OGBL SI 20260710 PS AM P 121.00 0,0.01
OGBL,OGBL SI 20260717 PS AM C 129.50 0,0.01
OGBL,OGBL SI 20261120 PS AM C 124.00 0,2.8
OGBL,OGBL SI 20260717 PS AM C 126.00 0,1.08
OGBL,OGBL SI 20260731 PS AM C 128.00 0,0.19
OGBL,OGBL SI 20260717 PS AM P 120.00 0,0.01
OGBL,OGBL SI 20260821 PS AM P 125.00 0,0.2
OGBL,OGBL SI 20261120 PS AM P 123.50 0,0.58
OGBL,OGBL SI 20260717 PS AM C 117.50 0,9.49
OGBL,OGBL SI 20260710 PS AM C 124.50 0,2.5
OGBL,OGBL SI 20260731 PS AM P 130.00 0,3.03
OGBL,OGBL SI 20260710 PS AM P 132.50 0,5.51
OGBL,OGBL SI 20260807 PS AM C 136.00 0,0.01
OGBL,OGBL SI 20260710 PS AM P 130.50 0,3.51
OGBL,OGBL SI 20260724 PS AM P 119.00 0,0.01
OGBL,OGBL SI 20260731 PS AM P 123.00 0,0.02
OGBL,OGBL SI 20260925 PS AM P 119.50 0,0.06
OGBL,OGBL SI 20260821 PS AM P 116.50 0,0.01
OGBL,OGBL SI 20260807 PS AM C 135.00 0,0.01
OGBL,OGBL SI 20260717 PS AM C 127.00 0,0.36
OGBL,OGBL SI 20260717 PS AM P 123.50 0,0.01
OGBL,OGBL SI 20260821 PS AM P 126.00 0,0.4
OGBL,OGBL SI 20260731 PS AM C 134.00 0,0.01
OGBL,OGBL SI 20260717 PS AM P 119.00 0,0.01
OGBL,OGBL SI 20260925 PS AM C 121.50 0,4.73
OGBL,OGBL SI 20260821 PS AM P 122.50 0,0.06
OGBL,OGBL SI 20260807 PS AM C 121.50 0,5.51
OGBL,OGBL SI 20260925 PS AM C 118.50 0,7.66
OGBL,OGBL SI 20261120 PS AM P 136.00 0,9.95
OGBL,OGBL SI 20260710 PS AM C 127.00 0,0.26
OGBL,OGBL SI 20260710 PS AM P 135.00 0,8.01
OGBL,OGBL SI 20260717 PS AM P 117.50 0,0.01
OGBL,OGBL SI 20260710 PS AM P 137.50 0,10.51
OGBL,OGBL SI 20260710 PS AM P 126.50 0,0.1
OGBL,OGBL SI 20260821 PS AM C 116.50 0,10.5
OGBL,OGBL SI 20260717 PS AM C 132.50 0,0.01
OGBL,OGBL SI 20260717 PS AM P 135.00 0,8.01
OGBL,OGBL SI 20261120 PS AM P 126.00 0,1.38
OGBL,OGBL SI 20260731 PS AM C 119.50 0,7.5
OGBL,OGBL SI 20260731 PS AM C 124.50 0,2.55
OGBL,OGBL SI 20260731 PS AM C 133.50 0,0.01
OGBL,OGBL SI 20260821 PS AM P 126.50 0,0.57
OGBL,OGBL SI 20260807 PS AM P 117.00 0,0.01
OGBL,OGBL SI 20260724 PS AM C 135.50 0,0.01
OGBL,OGBL SI 20261120 PS AM P 116.50 0,0.06
OGBL,OGBL SI 20260731 PS AM P 119.50 0,0.01
OGBL,OGBL SI 20261120 PS AM P 135.50 0,9.45
OGBL,OGBL SI 20261120 PS AM C 132.00 0,0.15
OGBL,OGBL SI 20260717 PS AM C 134.50 0,0.01
OGBL,OGBL SI 20260925 PS AM P 125.00 0,0.61
OGBL,OGBL SI 20260925 PS AM P 117.00 0,0.03
OGBL,OGBL SI 20261120 PS AM P 117.50 0,0.08
OGBL,OGBL SI 20260807 PS AM P 122.50 0,0.03
OGBL,OGBL SI 20260925 PS AM C 131.00 0,0.08
OGBL,OGBL SI 20260724 PS AM P 123.00 0,0.02
OGBL,OGBL SI 20260925 PS AM P 129.50 0,3.55
OGBL,OGBL SI 20260807 PS AM P 131.00 0,4.03
OGBL,OGBL SI 20260717 PS AM P 129.50 0,2.52
OGBL,OGBL SI 20260821 PS AM C 131.00 0,0.04
OGBL,OGBL SI 20260807 PS AM C 137.50 0,0.01
OGBL,OGBL SI 20260821 PS AM P 123.50 0,0.09
OGBL,OGBL SI 20260724 PS AM P 120.50 0,0.01
OGBL,OGBL SI 20260821 PS AM P 129.00 0,2.17
OGBL,OGBL SI 20260925 PS AM P 135.00 0,8.91
OGBL,OGBL SI 20261120 PS AM C 124.50 0,2.44
OGBL,OGBL SI 20260925 PS AM P 129.00 0,3.1
OGBL,OGBL SI 20260925 PS AM P 118.50 0,0.05
OGBL,OGBL SI 20260710 PS AM P 118.50 0,0.01
OGBL,OGBL SI 20260710 PS AM C 135.00 0,0.01
OGBL,OGBL SI 20260717 PS AM C 131.50 0,0.01
OGBL,OGBL SI 20260717 PS AM P 117.00 0,0.01
OGBL,OGBL SI 20261120 PS AM P 120.00 0,0.16
OGBL,OGBL SI 20260731 PS AM P 126.00 0,0.21
OGBL,OGBL SI 20260724 PS AM P 117.00 0,0.01
OGBL,OGBL SI 20260821 PS AM P 128.50 0,1.75
OGBL,OGBL SI 20260724 PS AM C 124.00 0,3.02
OGBL,OGBL SI 20260821 PS AM C 116.00 0,11
OGBL,OGBL SI 20260731 PS AM P 133.00 0,6.01
OGBL,OGBL SI 20260710 PS AM C 130.50 0,0.01
OGBL,OGBL SI 20260710 PS AM C 119.50 0,7.49
OGBL,OGBL SI 20261120 PS AM C 125.50 0,1.77
OGBL,OGBL SI 20260925 PS AM C 127.50 0,0.49
OGBL,OGBL SI 20260925 PS AM P 136.50 0,10.41
OGBL,OGBL SI 20260925 PS AM P 122.50 0,0.18
OGBL,OGBL SI 20260925 PS AM C 120.50 0,5.69
OGBL,OGBL SI 20260925 PS AM C 135.00 0,0.02
OGBL,OGBL SI 20260710 PS AM P 130.00 0,3.01
OGBL,OGBL SI 20260731 PS AM C 132.50 0,0.01
OGBL,OGBL SI 20261120 PS AM C 128.00 0,0.68
OGBL,OGBL SI 20260717 PS AM P 131.00 0,4.01
OGBL,OGBL SI 20260731 PS AM C 119.00 0,8
OGBL,OGBL SI 20260710 PS AM C 125.50 0,1.51
OGBL,OGBL SI 20260717 PS AM C 120.50 0,6.49
OGBL,OGBL SI 20261120 PS AM C 127.50 0,0.83
OGBL,OGBL SI 20261120 PS AM P 128.50 0,2.95
OGBL,OGBL SI 20260710 PS AM P 131.50 0,4.51
OGBL,OGBL SI 20261120 PS AM P 128.00 0,2.57
OGBL,OGBL SI 20260807 PS AM P 135.00 0,8.01
OGBL,OGBL SI 20260717 PS AM C 124.00 0,3
OGBL,OGBL SI 20260821 PS AM C 114.50 0,12.5
OGBL,OGBL SI 20260724 PS AM P 124.50 0,0.04
OGBL,OGBL SI 20260821 PS AM C 129.50 0,0.11
OGBL,OGBL SI 20260821 PS AM P 132.50 0,5.53
OGBL,OGBL SI 20260925 PS AM C 130.50 0,0.1
OGBL,OGBL SI 20260821 PS AM C 122.50 0,4.55
OGBL,OGBL SI 20260731 PS AM C 133.00 0,0.01
OGBL,OGBL SI 20260731 PS AM C 126.00 0,1.2
OGBL,OGBL SI 20261120 PS AM P 132.00 0,6.04
OGBL,OGBL SI 20260821 PS AM P 120.50 0,0.03
OGBL,OGBL SI 20260807 PS AM C 128.50 0,0.15
OGBL,OGBL SI 20260717 PS AM C 118.50 0,8.49
OGBL,OGBL SI 20261120 PS AM P 125.00 0,0.98
OGBL,OGBL SI 20260717 PS AM P 121.50 0,0.01
OGBL,OGBL SI 20261120 PS AM P 122.50 0,0.4
OGBL,OGBL SI 20260724 PS AM P 133.50 0,6.51
OGBL,OGBL SI 20260821 PS AM P 122.00 0,0.05
OGBL,OGBL SI 20260731 PS AM P 131.50 0,4.52
OGBL,OGBL SI 20260717 PS AM C 119.00 0,7.99
OGBL,OGBL SI 20261120 PS AM C 127.00 0,1.01
OGBL,OGBL SI 20260821 PS AM C 128.50 0,0.24
OGBL,OGBL SI 20260925 PS AM P 122.00 0,0.14
OGBL,OGBL SI 20260710 PS AM P 118.00 0,0.01
OGBL,OGBL SI 20260710 PS AM P 129.50 0,2.51
OGBL,OGBL SI 20260731 PS AM P 131.00 0,4.02
OGBL,OGBL SI 20260717 PS AM C 121.50 0,5.49
OGBL,OGBL SI 20261120 PS AM P 126.50 0,1.62
OGBL,OGBL SI 20260710 PS AM C 132.00 0,0.01
OGBL,OGBL SI 20261120 PS AM P 133.50 0,7.49
OGBL,OGBL SI 20260807 PS AM P 118.00 0,0.01
OGBL,OGBL SI 20260710 PS AM C 131.50 0,0.01
OGBL,OGBL SI 20261120 PS AM C 114.50 0,11.65
OGBL,OGBL SI 20260925 PS AM P 118.00 0,0.04
OGBL,OGBL SI 20260710 PS AM P 117.50 0,0.01
OGBL,OGBL SI 20260724 PS AM P 118.50 0,0.01
OGBL,OGBL SI 20260731 PS AM C 127.00 0,0.55
OGBL,OGBL SI 20260807 PS AM C 118.00 0,9
OGBL,OGBL SI 20260710 PS AM C 122.00 0,4.99
OGBL,OGBL SI 20260807 PS AM C 130.00 0,0.04
OGBL,OGBL SI 20260710 PS AM P 122.00 0,0.01
OGBL,OGBL SI 20260731 PS AM C 136.00 0,0.01
OGBL,OGBL SI 20260724 PS AM C 135.00 0,0.01
OGBL,OGBL SI 20260710 PS AM C 133.50 0,0.01
OGBL,OGBL SI 20260717 PS AM P 125.00 0,0.03
OGBL,OGBL SI 20260807 PS AM C 136.50 0,0.01
OGBL,OGBL SI 20261120 PS AM P 119.00 0,0.12
OGBL,OGBL SI 20260710 PS AM C 137.00 0,0.01
OGBL,OGBL SI 20260821 PS AM P 117.50 0,0.02
OGBL,OGBL SI 20261120 PS AM C 131.50 0,0.18
OGBL,OGBL SI 20260821 PS AM P 121.00 0,0.04
OGBL,OGBL SI 20260724 PS AM C 129.50 0,0.02
OGBL,OGBL SI 20260710 PS AM C 117.00 0,9.99
OGBL,OGBL SI 20261120 PS AM C 117.00 0,9.18
OGBL,OGBL SI 20260731 PS AM P 129.00 0,2.07
OGBL,OGBL SI 20261120 PS AM C 136.50 0,0.05
OGBL,OGBL SI 20260717 PS AM P 131.50 0,4.51
