symbol,suffix,last_price,Prev_Close,change_pct,darvas_signal,Box_Top,Box_Bottom,Upside_to_Top%,Position_in_Box%,Data_Points,Piotroski_Score,Piotroski_Strong,CoffeeCan,CC_Score,market,yf_symbol,exchange,currency,pegu_score,pegu_grade,sarvas_score,sarvas_signal,data_source,scan_date
GODREJPROP,.NS,1850.6,1820.6,1.65,BREAKOUT_BUY,1695.0,1610.1,-8.41,283.3,63.0,,,,,IN,GODREJPROP.NS,,,70,A,5,SELL,local,2026-07-03
INDAG,.BO,84.97,83.6,1.64,IN_BOX,86.49,82.5,1.79,61.9,61.0,,,,,IN,INDAG.BO,,,70,A,5,SELL,local,2026-07-03
BANDARAM,.BO,30.33,29.84,1.64,IN_BOX,34.5,28.0,13.75,35.8,61.0,,,,,IN,BANDARAM.BO,,,70,A,5,SELL,local,2026-07-03
BBNPNBETF,.NS,58.45,57.51,1.63,BREAKDOWN_SELL,56.45,54.23,0.0,-2442.8,63.0,,,,,IN,BBNPNBETF.NS,,,70,A,5,SELL,local,2026-07-03
AFCOM,.BO,1238.0,1218.25,1.62,BREAKOUT_BUY,928.0,858.0,-25.04,542.9,61.0,,,,,IN,AFCOM.BO,,,70,A,5,SELL,local,2026-07-03
JPOLYINVST,.NS,1100.3,1082.8,1.62,IN_BOX,1140.7,1048.1,3.67,56.4,62.0,,,,,IN,JPOLYINVST.NS,,,70,A,5,SELL,local,2026-07-03
HEALTHX,.NS,328.25,323.05,1.61,IN_BOX,332.0,315.0,1.14,77.9,62.0,,,,,IN,HEALTHX.NS,,,70,A,5,SELL,local,2026-07-03
BUILDPRO,.NS,1031.9,1015.5,1.61,IN_BOX,1088.69,1010.07,5.5,27.8,63.0,,,,,IN,BUILDPRO.NS,,,70,A,5,SELL,local,2026-07-03
MAYUR,.BO,22.69,22.33,1.61,BREAKOUT_BUY,20.45,16.41,-9.87,155.4,61.0,,,,,IN,MAYUR.BO,,,70,A,5,SELL,local,2026-07-03
ZODJRDMKJ,.BO,35.97,35.4,1.61,IN_BOX,38.97,32.91,8.34,50.5,61.0,,,,,IN,ZODJRDMKJ.BO,,,70,A,5,SELL,local,2026-07-03
AUROPHARMA,.NS,1555.2,1530.6,1.61,BREAKOUT_BUY,1469.4,1391.0,-5.52,209.4,63.0,,,,,IN,AUROPHARMA.NS,,,70,A,5,SELL,local,2026-07-03
BANKNIFTY1,.NS,60.32,59.37,1.6,BREAKDOWN_SELL,60.97,58.77,0.0,-2671.4,63.0,,,,,IN,BANKNIFTY1.NS,,,70,A,5,SELL,local,2026-07-03
HNGSNGBEES,.NS,471.42,464.0,1.6,BREAKDOWN_SELL,495.92,460.2,0.0,-1288.4,63.0,,,,,IN,HNGSNGBEES.NS,,,70,A,5,SELL,local,2026-07-03
ABSLBANETF,.NS,59.61,58.67,1.6,BREAKDOWN_SELL,57.09,55.04,0.0,-2684.9,63.0,,,,,IN,ABSLBANETF.NS,,,70,A,5,SELL,local,2026-07-03
DSFCL,.BO,23.61,23.24,1.59,IN_BOX,24.69,22.62,4.57,47.8,61.0,,,,,IN,DSFCL.BO,,,70,A,5,SELL,local,2026-07-03
SOVERDIA,.BO,21.9,21.56,1.58,BREAKOUT_BUY,21.49,19.5,-1.87,120.6,61.0,5.0,NO,FAIL,—,IN,SOVERDIA.BO,,,70,A,5,SELL,local,2026-07-03
VOLLF,.BO,13.49,13.28,1.58,IN_BOX,13.83,11.82,2.52,83.1,61.0,,,,,IN,VOLLF.BO,,,70,A,5,SELL,local,2026-07-03
DECCANCE,.NS,590.75,581.55,1.58,BREAKOUT_BUY,584.9,558.15,-0.99,121.9,62.0,7.0,YES,FAIL,3/5,IN,DECCANCE.NS,,,70,A,5,SELL,local,2026-07-03
USHAMART,.NS,473.1,465.8,1.57,IN_BOX,492.0,460.0,3.99,40.9,62.0,,,,,IN,USHAMART.NS,,,70,A,5,SELL,local,2026-07-03
HAWKINCOOK,.NS,8013.0,7890.0,1.56,BREAKOUT_BUY,7863.0,7651.0,-1.87,170.8,45.0,3.0,NO,FAIL,—,IN,HAWKINCOOK.NS,,,70,A,5,SELL,local,2026-07-03
RETAIL,.NS,18.2,17.92,1.56,IN_BOX,20.5,17.0,12.64,34.3,62.0,,,,,IN,RETAIL.NS,,,70,A,5,SELL,local,2026-07-03
NIBL,.NS,30.03,29.57,1.56,BREAKDOWN_SELL,32.0,30.21,6.56,-10.1,63.0,,,,,IN,NIBL.NS,,,70,A,5,SELL,local,2026-07-03
DANGEE,.NS,3.25,3.2,1.56,BREAKOUT_BUY,3.23,3.05,-0.62,111.1,62.0,5.0,NO,FAIL,—,IN,DANGEE.NS,,,70,A,5,SELL,local,2026-07-03
CUMMINSIND,.NS,5642.0,5555.5,1.56,IN_BOX,5908.0,5535.5,4.71,28.6,63.0,,,,,IN,CUMMINSIND.NS,,,70,A,5,SELL,local,2026-07-03
STML,.BO,65.0,64.0,1.56,IN_BOX,66.95,60.0,3.0,71.9,61.0,,,,,IN,STML.BO,,,70,A,5,SELL,local,2026-07-03
SARVOTTAM,.BO,20.9,20.58,1.55,BREAKOUT_BUY,20.87,18.78,-0.14,101.4,61.0,6.0,NO,FAIL,—,IN,SARVOTTAM.BO,,,70,A,5,SELL,local,2026-07-03
LOGICA,.BO,168.15,165.6,1.54,IN_BOX,190.0,163.0,12.99,19.1,61.0,,,,,IN,LOGICA.BO,,,70,A,5,SELL,local,2026-07-03
GUJHOTE,.BO,184.9,182.1,1.54,IN_BOX,195.5,167.65,5.73,61.9,61.0,,,,,IN,GUJHOTE.BO,,,70,A,5,SELL,local,2026-07-03
PANAFIC,.BO,1.32,1.3,1.54,BREAKOUT_BUY,1.01,0.91,-23.48,410.0,61.0,,,,,IN,PANAFIC.BO,,,70,A,5,SELL,local,2026-07-03
SHRICON,.BO,202.5,199.45,1.53,IN_BOX,209.0,170.4,3.21,83.2,62.0,,,,,IN,SHRICON.BO,,,70,A,5,SELL,local,2026-07-03
PREMIERPOL,.BO,63.02,62.07,1.53,BREAKOUT_BUY,58.4,53.69,-7.33,198.1,56.0,,,,,IN,PREMIERPOL.BO,,,70,A,5,SELL,local,2026-07-03
INDBANK,.NS,33.74,33.23,1.53,IN_BOX,34.75,32.5,2.99,55.1,63.0,,,,,IN,INDBANK.NS,,,70,A,5,SELL,local,2026-07-03
BERGEPAINT,.NS,538.65,530.55,1.53,BREAKOUT_BUY,538.15,504.1,-0.09,101.5,63.0,5.0,NO,FAIL,—,IN,BERGEPAINT.NS,,,70,A,5,SELL,local,2026-07-03
REGANTO,.BO,6.7,6.6,1.52,IN_BOX,7.35,6.25,9.7,40.9,61.0,,,,,IN,REGANTO.BO,,,70,A,5,SELL,local,2026-07-03
STDSFAC,.BO,50.91,50.15,1.52,BREAKOUT_BUY,49.89,46.7,-2.0,132.0,61.0,,,,,IN,STDSFAC.BO,,,70,A,5,SELL,local,2026-07-03
ARYAVAN,.BO,48.98,48.25,1.51,IN_BOX,54.0,45.35,10.25,42.0,61.0,,,,,IN,ARYAVAN.BO,,,70,A,5,SELL,local,2026-07-03
RUBYMILLS,.BO,340.95,335.9,1.5,IN_BOX,346.4,308.0,1.6,85.8,54.0,,,,,IN,RUBYMILLS.BO,,,70,A,5,SELL,local,2026-07-03
THERMAX,.NS,4828.8,4757.4,1.5,BREAKOUT_BUY,4826.0,4533.3,-0.06,101.0,62.0,5.0,NO,FAIL,—,IN,THERMAX.NS,,,70,A,5,SELL,local,2026-07-03
ANANDRATHI,.NS,1932.5,1903.9,1.5,BREAKOUT_BUY,1780.0,1710.6,-7.89,319.7,63.0,,,,,IN,ANANDRATHI.NS,,,70,A,5,SELL,local,2026-07-03
STYLAMIND,.NS,3326.2,3277.4,1.49,IN_BOX,3348.9,3122.4,0.68,90.0,62.0,,,,,IN,STYLAMIND.NS,,,70,A,5,SELL,local,2026-07-03
WALCHPF,.BO,136.3,134.3,1.49,IN_BOX,140.0,131.05,2.71,58.7,61.0,,,,,IN,WALCHPF.BO,,,70,A,5,SELL,local,2026-07-03
TBOTEK,.NS,1460.8,1439.4,1.49,IN_BOX,1497.9,1389.2,2.54,65.9,62.0,,,,,IN,TBOTEK.NS,,,70,A,5,SELL,local,2026-07-03
STANROS,.BO,69.01,68.0,1.49,BREAKOUT_BUY,68.7,65.05,-0.45,108.5,61.0,4.0,NO,FAIL,—,IN,STANROS.BO,,,70,A,5,SELL,local,2026-07-03
EBANKNIFTY,.NS,58.42,57.56,1.49,BREAKDOWN_SELL,55.85,54.2,0.0,-3284.9,63.0,,,,,IN,EBANKNIFTY.NS,,,70,A,5,SELL,local,2026-07-03
MATRIMONY,.NS,401.6,395.75,1.48,BREAKOUT_BUY,397.45,388.05,-1.03,144.1,62.0,5.0,NO,FAIL,—,IN,MATRIMONY.NS,,,70,A,5,SELL,local,2026-07-03
AXISBNKETF,.NS,599.97,591.24,1.48,BREAKDOWN_SELL,567.07,539.76,0.0,-1976.4,63.0,,,,,IN,AXISBNKETF.NS,,,70,A,5,SELL,local,2026-07-03
SUNSKY,.BO,43.75,43.11,1.48,IN_BOX,48.0,43.11,9.71,13.1,61.0,,,,,IN,SUNSKY.BO,,,70,A,5,SELL,local,2026-07-03
KAKATCEM,.BO,123.8,122.0,1.48,IN_BOX,126.5,121.5,2.18,46.0,49.0,,,,,IN,KAKATCEM.BO,,,70,A,5,SELL,local,2026-07-03
VIRAT,.BO,399.8,393.95,1.48,IN_BOX,449.85,380.0,12.52,28.3,61.0,,,,,IN,VIRAT.BO,,,70,A,5,SELL,local,2026-07-03
WIPL,.NS,174.52,171.99,1.47,IN_BOX,178.0,140.0,1.99,90.8,61.0,,,,,IN,WIPL.NS,,,70,A,5,SELL,local,2026-07-03
ASHNI,.BO,3.45,3.4,1.47,BREAKOUT_BUY,3.13,2.92,-9.28,252.4,61.0,,,,,IN,ASHNI.BO,,,70,A,5,SELL,local,2026-07-03
AYE,.NS,167.92,165.49,1.47,IN_BOX,173.0,159.76,3.03,61.6,63.0,,,,,IN,AYE.NS,,,70,A,5,SELL,local,2026-07-03
INDNIPPON,.NS,957.65,943.75,1.47,BREAKOUT_BUY,944.0,901.65,-1.43,132.2,62.0,6.0,NO,FAIL,—,IN,INDNIPPON.NS,,,70,A,5,SELL,local,2026-07-03
KSSMART,.BO,155.45,153.2,1.47,IN_BOX,170.25,144.05,9.52,43.5,61.0,,,,,IN,KSSMART.BO,,,70,A,5,SELL,local,2026-07-03
ENTERO,.NS,1180.4,1163.3,1.47,BREAKOUT_BUY,1130.0,1082.0,-4.27,205.0,62.0,,,,,IN,ENTERO.NS,,,70,A,5,SELL,local,2026-07-03
LICNFNHGP,.NS,275.48,271.51,1.46,BREAKDOWN_SELL,268.03,262.26,0.0,-4545.2,63.0,,,,,IN,LICNFNHGP.NS,,,70,A,5,SELL,local,2026-07-03
NESTLEIND,.NS,1402.6,1382.6,1.45,IN_BOX,1434.9,1370.6,2.3,49.8,63.0,,,,,IN,NESTLEIND.NS,,,70,A,5,SELL,local,2026-07-03
IGL,.NS,170.38,167.94,1.45,IN_BOX,171.78,166.5,0.82,73.5,63.0,,,,,IN,IGL.NS,,,70,A,5,SELL,local,2026-07-03
CONTPTR,.BO,86.13,84.9,1.45,IN_BOX,93.8,80.8,8.91,41.0,61.0,,,,,IN,CONTPTR.BO,,,70,A,5,SELL,local,2026-07-03
ICON,.BO,81.45,80.29,1.44,BREAKOUT_BUY,55.0,52.0,-32.47,981.7,61.0,,,,,IN,ICON.BO,,,70,A,5,SELL,local,2026-07-03
GOLD360,.NS,140.45,138.45,1.44,IN_BOX,150.0,138.25,6.8,18.7,61.0,,,,,IN,GOLD360.NS,,,70,A,5,SELL,local,2026-07-03
NORRIS,.BO,13.54,13.35,1.42,IN_BOX,14.5,13.0,7.09,36.0,61.0,,,,,IN,NORRIS.BO,,,70,A,5,SELL,local,2026-07-03
TRISHAKT,.BO,146.65,144.6,1.42,IN_BOX,158.8,140.0,8.29,35.4,61.0,,,,,IN,TRISHAKT.BO,,,70,A,5,SELL,local,2026-07-03
BBTCL,.NS,214.07,211.07,1.42,IN_BOX,219.09,205.15,2.35,64.0,62.0,,,,,IN,BBTCL.NS,,,70,A,5,SELL,local,2026-07-03
PRIMESECU,.NS,299.2,295.0,1.42,BREAKOUT_BUY,297.05,278.05,-0.72,111.3,62.0,3.0,NO,FAIL,—,IN,PRIMESECU.NS,,,70,A,5,SELL,local,2026-07-03
CPL,.BO,72.85,71.83,1.42,IN_BOX,75.0,70.0,2.95,57.0,61.0,,,,,IN,CPL.BO,,,70,A,5,SELL,local,2026-07-03
NOVAAGRI,.BO,25.0,24.65,1.42,IN_BOX,26.66,24.25,6.64,31.1,61.0,,,,,IN,NOVAAGRI.BO,,,70,A,5,SELL,local,2026-07-03
DILIGENT,.BO,2.14,2.11,1.42,IN_BOX,2.29,2.05,7.01,37.5,61.0,,,,,IN,DILIGENT.BO,,,70,A,5,SELL,local,2026-07-03
VVIPIL,.BO,147.0,144.95,1.41,BREAKOUT_BUY,125.5,120.25,-14.63,509.5,61.0,,,,,IN,VVIPIL.BO,,,70,A,5,SELL,local,2026-07-03
TOYAMSL,.BO,0.72,0.71,1.41,IN_BOX,0.75,0.71,4.17,25.0,61.0,,,,,IN,TOYAMSL.BO,,,70,A,5,SELL,local,2026-07-03
COLPAL,.NS,1993.0,1965.3,1.41,IN_BOX,2026.0,1957.8,1.66,51.6,63.0,,,,,IN,COLPAL.NS,,,70,A,5,SELL,local,2026-07-03
BRNL,.NS,18.75,18.49,1.41,IN_BOX,19.48,17.7,3.89,59.0,62.0,,,,,IN,BRNL.NS,,,70,A,5,SELL,local,2026-07-03
HYUNDAI,.NS,1969.4,1942.2,1.4,IN_BOX,2040.4,1925.7,3.61,38.1,63.0,,,,,IN,HYUNDAI.NS,,,70,A,5,SELL,local,2026-07-03
SAMBHAAV,.NS,6.51,6.42,1.4,IN_BOX,7.17,6.4,10.14,14.3,61.0,,,,,IN,SAMBHAAV.NS,,,70,A,5,SELL,local,2026-07-03
SMLMAH,.NS,4092.9,4036.8,1.39,IN_BOX,4176.0,3918.1,2.03,67.8,62.0,,,,,IN,SMLMAH.NS,,,70,A,5,SELL,local,2026-07-03
AMCOIND,.BO,62.86,62.0,1.39,IN_BOX,63.99,60.5,1.8,67.6,61.0,,,,,IN,AMCOIND.BO,,,70,A,5,SELL,local,2026-07-03
PATELCHEM,.BO,93.83,92.54,1.39,BREAKOUT_BUY,89.88,82.46,-4.21,153.2,61.0,,,,,IN,PATELCHEM.BO,,,70,A,5,SELL,local,2026-07-03
THOMASCOOK,.NS,111.5,109.97,1.39,IN_BOX,116.03,108.71,4.06,38.1,62.0,,,,,IN,THOMASCOOK.NS,,,70,A,5,SELL,local,2026-07-03
CGVAK,.BO,171.4,169.05,1.39,IN_BOX,183.5,169.0,7.06,16.6,61.0,,,,,IN,CGVAK.BO,,,70,A,5,SELL,local,2026-07-03
PATSPINLTD,.BO,7.35,7.25,1.38,IN_BOX,7.4,6.75,0.68,92.3,61.0,,,,,IN,PATSPINLTD.BO,,,70,A,5,SELL,local,2026-07-03
GOELCONS,.BO,415.0,409.35,1.38,IN_BOX,425.0,400.1,2.41,59.8,61.0,,,,,IN,GOELCONS.BO,,,70,A,5,SELL,local,2026-07-03
MODTHREAD,.NS,45.98,45.36,1.37,IN_BOX,46.49,42.24,1.11,88.0,62.0,,,,,IN,MODTHREAD.NS,,,70,A,5,SELL,local,2026-07-03
SUBROS,.NS,835.45,824.25,1.36,BREAKOUT_BUY,756.7,723.1,-9.43,334.4,62.0,,,,,IN,SUBROS.NS,,,70,A,5,SELL,local,2026-07-03
SAILIFE,.NS,1221.3,1205.0,1.35,IN_BOX,1233.0,1181.3,0.96,77.4,62.0,,,,,IN,SAILIFE.NS,,,70,A,5,SELL,local,2026-07-03
KSHINTL,.NS,844.4,833.15,1.35,IN_BOX,907.5,828.0,7.47,20.6,63.0,,,,,IN,KSHINTL.NS,,,70,A,5,SELL,local,2026-07-03
SARDAEN,.NS,521.1,514.2,1.34,IN_BOX,533.0,510.0,2.28,48.3,62.0,,,,,IN,SARDAEN.NS,,,70,A,5,SELL,local,2026-07-03
SHRIDINE,.BO,355.65,350.95,1.34,BREAKOUT_BUY,315.0,301.0,-11.43,390.4,61.0,,,,,IN,SHRIDINE.BO,,,70,A,5,SELL,local,2026-07-03
LAKSELEC,.BO,814.1,803.3,1.34,BREAKOUT_BUY,769.0,735.0,-5.54,232.6,61.0,,,,,IN,LAKSELEC.BO,,,70,A,5,SELL,local,2026-07-03
SAMYAKINT,.BO,18.96,18.71,1.34,BREAKOUT_BUY,15.71,13.18,-17.14,228.5,61.0,,,,,IN,SAMYAKINT.BO,,,70,A,5,SELL,local,2026-07-03
TRUEGREEN,.BO,196.0,193.4,1.34,IN_BOX,196.9,187.2,0.46,90.7,61.0,,,,,IN,TRUEGREEN.BO,,,70,A,5,SELL,local,2026-07-03
REPRO,.NS,372.15,367.25,1.33,IN_BOX,381.5,339.95,2.51,77.5,61.0,,,,,IN,REPRO.NS,,,70,A,5,SELL,local,2026-07-03
SIYSIL,.NS,645.3,636.8,1.33,IN_BOX,647.0,618.0,0.26,94.1,62.0,,,,,IN,SIYSIL.NS,,,70,A,5,SELL,local,2026-07-03
EXHICON,.BO,434.9,429.2,1.33,IN_BOX,469.9,425.55,8.05,21.1,61.0,,,,,IN,EXHICON.BO,,,70,A,5,SELL,local,2026-07-03
ABMKNO,.NS,201.77,199.13,1.33,BREAKDOWN_SELL,219.99,204.99,9.03,-21.5,47.0,,,,,IN,ABMKNO.NS,,,70,A,5,SELL,local,2026-07-03
GRMOVER,.NS,92.24,91.04,1.32,IN_BOX,96.5,88.5,4.62,46.7,63.0,,,,,IN,GRMOVER.NS,,,70,A,5,SELL,local,2026-07-03
GITARENEW,.BO,77.0,76.0,1.32,IN_BOX,81.49,73.16,5.83,46.1,61.0,,,,,IN,GITARENEW.BO,,,70,A,5,SELL,local,2026-07-03
UNIFIED,.BO,384.0,379.0,1.32,BREAKOUT_BUY,380.0,361.5,-1.04,121.6,61.0,4.0,NO,FAIL,—,IN,UNIFIED.BO,,,70,A,5,SELL,local,2026-07-03
PODDARMENT,.NS,253.55,250.25,1.32,IN_BOX,260.0,248.35,2.54,44.6,61.0,,,,,IN,PODDARMENT.NS,,,70,A,5,SELL,local,2026-07-03
GOYALALUM,.NS,6.97,6.88,1.31,IN_BOX,7.28,6.78,4.45,38.0,62.0,,,,,IN,GOYALALUM.NS,,,70,A,5,SELL,local,2026-07-03
COMPEAU,.BO,372.25,367.45,1.31,IN_BOX,383.0,363.0,2.89,46.2,61.0,,,,,IN,COMPEAU.BO,,,70,A,5,SELL,local,2026-07-03
COCKERILL,.NS,8840.5,8726.0,1.31,IN_BOX,9550.0,8690.5,8.03,17.5,47.0,,,,,IN,COCKERILL.NS,,,70,A,5,SELL,local,2026-07-03
SUNFLAG,.NS,345.15,340.7,1.31,IN_BOX,369.5,337.55,7.05,23.8,62.0,,,,,IN,SUNFLAG.NS,,,70,A,5,SELL,local,2026-07-03
MAIDEN,.BO,78.0,76.99,1.31,IN_BOX,81.0,74.0,3.85,57.1,61.0,,,,,IN,MAIDEN.BO,,,70,A,5,SELL,local,2026-07-03
PANJON,.BO,17.73,17.5,1.31,IN_BOX,18.5,16.55,4.34,60.5,61.0,,,,,IN,PANJON.BO,,,70,A,5,SELL,local,2026-07-03
HTMEDIA,.NS,22.38,22.09,1.31,IN_BOX,23.71,21.7,5.94,33.8,62.0,,,,,IN,HTMEDIA.NS,,,70,A,5,SELL,local,2026-07-03
ROML,.NS,46.73,46.13,1.3,IN_BOX,50.0,45.11,7.0,33.1,61.0,,,,,IN,ROML.NS,,,70,A,5,SELL,local,2026-07-03
SPECTRUM,.NS,1789.1,1766.2,1.3,BREAKOUT_BUY,1699.9,1545.0,-4.99,157.6,61.0,,,,,IN,SPECTRUM.NS,,,70,A,5,SELL,local,2026-07-03
SHAILY,.NS,2849.7,2813.0,1.3,IN_BOX,2929.3,2630.8,2.79,73.3,62.0,,,,,IN,SHAILY.NS,,,70,A,5,SELL,local,2026-07-03
PRAENG,.NS,21.05,20.78,1.3,IN_BOX,22.14,20.47,5.18,34.7,61.0,,,,,IN,PRAENG.NS,,,70,A,5,SELL,local,2026-07-03
RELTD,.NS,161.5,159.43,1.3,BREAKOUT_BUY,136.84,120.49,-15.27,250.8,63.0,,,,,IN,RELTD.NS,,,70,A,5,SELL,local,2026-07-03
TATAINVEST,.NS,678.85,670.2,1.29,IN_BOX,694.9,663.85,2.36,48.3,62.0,,,,,IN,TATAINVEST.NS,,,70,A,5,SELL,local,2026-07-03
NAPEROL,.BO,649.7,641.4,1.29,IN_BOX,688.0,615.0,5.9,47.5,61.0,,,,,IN,NAPEROL.BO,,,70,A,5,SELL,local,2026-07-03
GREENPANEL,.NS,195.61,193.12,1.29,BREAKOUT_BUY,194.0,183.55,-0.82,115.4,63.0,7.0,YES,FAIL,2/5,IN,GREENPANEL.NS,,,70,A,5,SELL,local,2026-07-03
ADDIND,.BO,88.95,87.83,1.28,IN_BOX,96.9,80.0,8.94,53.0,61.0,,,,,IN,ADDIND.BO,,,70,A,5,SELL,local,2026-07-03
PAVNAIND,.BO,18.17,17.94,1.28,BREAKOUT_BUY,16.69,15.86,-8.15,278.3,61.0,,,,,IN,PAVNAIND.BO,,,70,A,5,SELL,local,2026-07-03
HARIKANTA,.BO,72.61,71.7,1.27,BREAKOUT_BUY,66.51,57.62,-8.4,168.6,18.0,,,,,IN,HARIKANTA.BO,,,70,A,5,SELL,local,2026-07-03
SALSAIN,.BO,214.9,212.2,1.27,IN_BOX,229.0,203.7,6.56,44.3,61.0,,,,,IN,SALSAIN.BO,,,70,A,5,SELL,local,2026-07-03
MANGLMCEM,.NS,921.8,910.2,1.27,BREAKOUT_BUY,860.0,837.85,-6.7,379.0,62.0,,,,,IN,MANGLMCEM.NS,,,70,A,5,SELL,local,2026-07-03
UNITECH,.NS,4.77,4.71,1.27,IN_BOX,5.22,4.65,9.43,21.1,62.0,,,,,IN,UNITECH.NS,,,70,A,5,SELL,local,2026-07-03
OROSMITHS,.BO,6.39,6.31,1.27,IN_BOX,6.72,6.25,5.16,29.8,61.0,,,,,IN,OROSMITHS.BO,,,70,A,5,SELL,local,2026-07-03
SHRIRAMFIN,.NS,1031.8,1019.0,1.26,BREAKOUT_BUY,1017.3,980.55,-1.41,139.5,62.0,2.0,NO,FAIL,—,IN,SHRIRAMFIN.NS,,,70,A,5,SELL,local,2026-07-03
PANELEC,.BO,26.72,26.39,1.25,IN_BOX,26.95,23.44,0.86,93.4,61.0,,,,,IN,PANELEC.BO,,,70,A,5,SELL,local,2026-07-03
PHRMASI,.BO,101.24,100.0,1.24,IN_BOX,105.54,94.32,4.25,61.7,61.0,,,,,IN,PHRMASI.BO,,,70,A,5,SELL,local,2026-07-03
ADVENTHTL,.NS,144.57,142.8,1.24,BREAKOUT_BUY,143.3,130.2,-0.88,109.7,63.0,5.0,NO,FAIL,—,IN,ADVENTHTL.NS,,,70,A,5,SELL,local,2026-07-03
DPWIRES,.NS,213.03,210.45,1.23,BREAKOUT_BUY,181.0,171.0,-15.04,420.3,62.0,,,,,IN,DPWIRES.NS,,,70,A,5,SELL,local,2026-07-03
GREENLAM,.NS,260.67,257.5,1.23,IN_BOX,261.0,247.0,0.13,97.6,62.0,,,,,IN,GREENLAM.NS,,,70,A,5,SELL,local,2026-07-03
MACHLTD,.BO,140.35,138.65,1.23,IN_BOX,153.0,137.0,9.01,20.9,61.0,,,,,IN,MACHLTD.BO,,,70,A,5,SELL,local,2026-07-03
GARNETINT,.BO,68.78,67.95,1.22,IN_BOX,71.0,67.5,3.23,36.6,61.0,,,,,IN,GARNETINT.BO,,,70,A,5,SELL,local,2026-07-03
TIHIL,.BO,4.17,4.12,1.21,IN_BOX,4.47,4.01,7.19,34.8,61.0,,,,,IN,TIHIL.BO,,,70,A,5,SELL,local,2026-07-03
NIKHILAD,.BO,77.9,76.97,1.21,IN_BOX,81.95,76.6,5.2,24.3,61.0,,,,,IN,NIKHILAD.BO,,,70,A,5,SELL,local,2026-07-03
PRAKASH,.NS,142.97,141.26,1.21,IN_BOX,149.28,139.36,4.41,36.4,63.0,,,,,IN,PRAKASH.NS,,,70,A,5,SELL,local,2026-07-03
TECHNOE,.NS,1087.1,1074.1,1.21,IN_BOX,1116.9,1064.0,2.74,43.7,62.0,,,,,IN,TECHNOE.NS,,,70,A,5,SELL,local,2026-07-03
MOTOUR,.NS,79.57,78.62,1.21,BREAKDOWN_SELL,73.6,71.3,0.0,-3100.0,63.0,,,,,IN,MOTOUR.NS,,,70,A,5,SELL,local,2026-07-03
KIRLFER,.NS,489.65,483.85,1.2,BREAKOUT_BUY,433.7,408.0,-11.43,317.7,52.0,,,,,IN,KIRLFER.NS,,,70,A,5,SELL,local,2026-07-03
REGENCERAM,.NS,42.0,41.5,1.2,IN_BOX,44.75,40.01,6.55,42.0,61.0,,,,,IN,REGENCERAM.NS,,,70,A,5,SELL,local,2026-07-03
1STCUS,.BO,69.09,68.27,1.2,IN_BOX,73.8,64.36,6.82,50.1,61.0,,,,,IN,1STCUS.BO,,,70,A,5,SELL,local,2026-07-03
RAYALEMA,.BO,31.37,31.0,1.19,IN_BOX,31.49,29.15,0.38,94.9,61.0,,,,,IN,RAYALEMA.BO,,,70,A,5,SELL,local,2026-07-03
SUNCLAY,.NS,1329.1,1313.5,1.19,IN_BOX,1386.0,1311.0,4.28,24.1,62.0,,,,,IN,SUNCLAY.NS,,,70,A,5,SELL,local,2026-07-03
MADHAV,.NS,36.5,36.07,1.19,IN_BOX,40.25,35.91,10.27,13.6,62.0,,,,,IN,MADHAV.NS,,,70,A,5,SELL,local,2026-07-03
PANTH,.BO,11.03,10.9,1.19,IN_BOX,11.39,10.76,3.26,42.9,61.0,,,,,IN,PANTH.BO,,,70,A,5,SELL,local,2026-07-03
GLOBALVECT,.NS,168.23,166.25,1.19,BREAKOUT_BUY,165.9,156.01,-1.39,123.6,62.0,4.0,NO,FAIL,—,IN,GLOBALVECT.NS,,,70,A,5,SELL,local,2026-07-03
VISHAL,.BO,20.6,20.36,1.18,IN_BOX,20.75,19.8,0.73,84.2,61.0,,,,,IN,VISHAL.BO,,,70,A,5,SELL,local,2026-07-03
GILT10BETA,.NS,26.66,26.35,1.18,BREAKOUT_BUY,26.35,25.82,-1.16,158.5,61.0,,NO,FAIL,,IN,GILT10BETA.NS,,,70,A,5,SELL,local,2026-07-03
MMWL,.BO,13.7,13.54,1.18,IN_BOX,13.95,12.8,1.82,78.3,61.0,,,,,IN,MMWL.BO,,,70,A,5,SELL,local,2026-07-03
IGPL,.NS,450.05,444.8,1.18,IN_BOX,462.95,437.05,2.87,50.2,62.0,,,,,IN,IGPL.NS,,,70,A,5,SELL,local,2026-07-03
AMBALALSA,.NS,31.64,31.27,1.18,IN_BOX,33.0,31.03,4.3,31.0,46.0,,,,,IN,AMBALALSA.NS,,,70,A,5,SELL,local,2026-07-03
ATIL,.BO,82.0,81.05,1.17,IN_BOX,90.8,79.0,10.73,25.4,62.0,,,,,IN,ATIL.BO,,,70,A,5,SELL,local,2026-07-03
HEMIPROP,.NS,139.55,137.95,1.16,IN_BOX,145.34,135.33,4.15,42.2,63.0,,,,,IN,HEMIPROP.NS,,,70,A,5,SELL,local,2026-07-03
AAATECH,.NS,95.16,94.07,1.16,IN_BOX,100.8,94.01,5.93,16.9,62.0,,,,,IN,AAATECH.NS,,,70,A,5,SELL,local,2026-07-03
TVSHLTD,.NS,13518.0,13363.0,1.16,IN_BOX,13665.0,13043.0,1.09,76.4,61.0,,,,,IN,TVSHLTD.NS,,,70,A,5,SELL,local,2026-07-03
